insp_id,tag_dwg,insp_date,insp_type,finding_text,fouling_pct,wall_min_mm,vib_mm_s,severity,recommendation,next_insp_due
INS-2025-0507,101-E-003,2025-11-11,VISUAL,Visual inspection of crude/kerosene pumparound preheat exchanger #3 (E-103) on 2025-11-11 revealed fouling on heat exchange surfaces estimated at 20.3%. No visible leaks or mechanical damage were observed on the exchanger shell or tube bundle. External surfaces showed normal condition consistent with recent maintenance activities.,20.3,,,MEDIUM,Clean at next TA,2026-11-11
INS-2025-0508,101-E-012,2025-11-11,VISUAL,"The Residue Rundown Cooler (E-112, drawing 101-E-012) was visually inspected on 2025-11-11. The unit is in atmospheric residue rundown service. Visual examination revealed no external damage or leaks. Fouling level was measured at 5.9%. The most recent work order referenced was an external inspection of lube condition.",5.9,,,LOW,No action,2026-11-11
INS-2025-0509,101-E-004,2025-11-12,VISUAL,"On 2025-11-12, visual inspection of crude/diesel pumparound preheat exchanger #4 (E-104) revealed surface deposits consistent with fouling. The fouling percentage was measured at 21.3%. No abnormalities in the exchanger shell or tube bundle were observed during the inspection.",21.3,,,MEDIUM,Clean at next TA,2026-11-12
INS-2025-0510,101-H-001,2025-11-12,VISUAL,The crude fired heater H-101 was visually inspected on 2025-11-12. The heater shell and insulation showed no signs of external damage or corrosion. Burner flame appeared stable and consistent with normal operation. No leaks or unusual deposits were observed on the equipment surface.,,,,LOW,No action,2026-11-12
INS-2025-0511,101-E-015,2025-11-13,VISUAL,Visual inspection of crude/AGO product preheat exchanger #5 (E-105) conducted on 2025-11-13 revealed a fouling level of 21.1%. The exchanger surfaces showed visible deposits consistent with fouling accumulation. No other abnormalities were noted during the inspection.,21.1,,,MEDIUM,Clean at next TA,2026-11-13
INS-2025-0512,101-E-006,2025-11-14,VISUAL,The crude/atmospheric residue preheat exchanger #6 (E-106) was visually inspected on 2025-11-14. The cold end showed noticeable fouling with a measured fouling percentage of 24.4%. No other abnormalities were observed during the inspection.,24.4,,,MEDIUM,Clean at TA-2027,2026-11-14
INS-2025-0513,101-E-007,2025-11-15,VISUAL,"The overhead naphtha condenser (E-107) was visually inspected on 2025-11-15. The unit is in service for column overhead condensing as per drawing 101-E-007. Visual examination revealed a fouling level of 20.9%, indicating the presence of deposits on heat exchange surfaces. The most recent work order referenced was an external inspection focused on lube condition.",20.9,,,MEDIUM,Clean at next TA,2026-11-15
INS-2025-0514,101-E-008A,2025-11-16,VISUAL,The overhead trim condenser (two-bundle) E-108 was visually inspected on 2025-11-16. The unit showed a fouling percentage of 7.0%. No visible signs of damage or leakage were observed on the external surfaces. The inspection was conducted in conjunction with the external inspection of the lube condition.,7.0,,,LOW,No action,2026-11-16
INS-2025-0515,101-E-009,2025-11-17,VISUAL,Visual inspection of Naphtha/crude interchanger (E-109) on 2025-11-17 revealed fouling on approximately 20.2% of the heat exchange surfaces. The equipment is operating in naphtha product/crude service. No abnormalities other than fouling were observed during the inspection.,20.2,,,MEDIUM,Clean at next TA,2026-11-17
INS-2026-0516,101-P-001B,2026-01-12,VIBRATION,Crude charge pump B (P-101B) was inspected for vibration on 2026-01-12. Vibration level measured at 3.25 mm/s. Pump is in crude charge to heater service. Previous work order involved vibration check and lubrication seal inspection.,,,0.57,LOW,No action,2026-04-13
INS-2026-0517,101-P-002A,2026-01-12,VIBRATION,Desalter water pump A (P-102A) was inspected for vibration on 2026-01-12. Vibration reading recorded at 2.03 mm/s. The inspection was conducted as part of a vibration check on the lube seal. No visible leaks or abnormalities were observed during the inspection.,,,2.42,LOW,No action,2026-04-13
INS-2026-0518,101-P-004B,2026-01-12,VIBRATION,The atmospheric residue bottoms pump B (P-104B) was inspected on 2026-01-12 for vibration. The vibration reading recorded was 3.33 mm/s. The pump is operating in column bottoms service. The most recent work order involved a vibration check and lubrication seal inspection.,,,0.56,LOW,No action,2026-04-13
INS-2026-0519,101-P-005A,2026-01-12,VIBRATION,Naphtha product pump A (P-105A) operating in naphtha rundown service was inspected for vibration on 2026-01-12. Vibration reading recorded at 2.09 mm/s. Previous work order indicated a vibration check and lubrication seal inspection. No visible abnormalities observed on external pump housing.,,,2.39,LOW,No action,2026-04-13
INS-2026-0520,101-P-002B,2026-01-13,VIBRATION,Desalter water pump B (P-102B) vibration measurement taken on 2026-01-13 showed a reading of 2.48 mm/s. The pump is operating within normal vibration limits. The equipment was visually inspected during the vibration check and no abnormalities were observed. The service involves desalter wash water as per drawing 101-P-002B.,,,0.55,LOW,No action,2026-04-14
INS-2026-0521,101-P-003A,2026-01-13,VIBRATION,Overhead reflux pump A (P-103A) was inspected for vibration on 2026-01-13. The vibration reading recorded was 3.43 mm/s. The pump is in service for column overhead reflux as per drawing 101-P-003A. Previous work order noted lubrication seal inspection.,,,2.48,LOW,No action,2026-04-14
INS-2026-0522,101-P-005B,2026-01-13,VIBRATION,Naphtha product pump B (P-105B) was inspected on 2026-01-13 for vibration levels. The measured vibration amplitude was 3.25 mm/s. The pump is in naphtha rundown service as per drawing 101-P-005B. Previous work order involved vibration check and lubrication seal inspection.,,,0.52,LOW,No action,2026-04-14
INS-2026-0523,101-P-006A,2026-01-13,VIBRATION,Diesel product pump A (P-106A) was inspected for vibration on 2026-01-13. The vibration reading recorded was 2.99 mm/s. Visual inspection showed no visible abnormalities on the pump housing or mounting. The equipment was operating under normal conditions during the inspection.,,,2.42,LOW,No action,2026-04-14
INS-2026-0524,101-P-003B,2026-01-14,VIBRATION,Overhead reflux pump B (P-103B) was inspected for vibration on 2026-01-14. Vibration level recorded at 1.93 mm/s. No abnormal vibration detected during the inspection. Equipment appeared to be operating within expected parameters.,,,0.6,LOW,No action,2026-04-15
INS-2026-0525,101-P-004A,2026-01-14,VIBRATION,Atmospheric residue bottoms pump A (P-104A) was inspected for vibration on 2026-01-14. The vibration reading recorded was 2.35 mm/s. No abnormalities were observed during the inspection. The pump is operating within expected vibration limits.,,,2.49,LOW,No action,2026-04-15
INS-2026-0526,101-P-006B,2026-01-14,VIBRATION,Diesel product pump B (P-106B) operating in diesel rundown service was inspected for vibration on 2026-01-14. Vibration reading recorded at 1.86 mm/s. Equipment appeared to be within normal operational parameters during the inspection.,,,,LOW,No action,2026-04-15
INS-2026-0527,101-P-001A,2026-01-25,VIBRATION,Crude charge pump A (P-101A) vibration inspection conducted on 2026-01-25 showed a vibration level of 6.3 mm/s. The reading was taken as part of the vibration check for the lube seal. No visible abnormalities were noted on the pump housing or mounting during the inspection.,,,6.23,HIGH,Replace bearings,2026-04-26
INS-2026-0528,101-P-001B,2026-04-13,VIBRATION,Crude charge pump B (P-101B) vibration measured at 2.01 mm/s during inspection on 2026-04-13. Equipment operating in crude charge to heater service. Vibration levels within expected parameters. No abnormal noise or movement observed.,,,0.56,LOW,No action,2026-07-13
INS-2026-0529,101-P-002A,2026-04-13,VIBRATION,Desalter water pump A (P-102A) vibration measured at 1.82 mm/s during inspection on 2026-04-13. The pump services desalter wash water as per drawing 101-P-002A. Vibration levels were recorded in the area of the lube seal. No abnormal noise or visible leakage observed at the time of inspection.,,,0.58,LOW,No action,2026-07-13
INS-2026-0530,101-P-004B,2026-04-13,VIBRATION,"On 2026-04-13, vibration measurement on atmospheric residue bottoms pump B (P-104B) in column bottoms service was recorded at 3.04 mm/s. The inspection focused on the lubrication seal area as per the recent work order VIB CHECK LUBE SEAL INSP. No abnormal vibration levels were observed during this inspection.",,,2.33,LOW,No action,2026-07-13
INS-2026-0531,101-P-005A,2026-04-13,VIBRATION,Naphtha product pump A (P-105A) was inspected for vibration on 2026-04-13. The vibration reading recorded was 2.26 mm/s. The pump is in naphtha rundown service as per drawing 101-P-005A. The most recent work order referenced a vibration check and lubrication seal inspection.,,,,LOW,No action,2026-07-13
INS-2026-0532,101-P-002B,2026-04-14,VIBRATION,Desalter water pump B (P-102B) was inspected for vibration on 2026-04-14. The vibration reading recorded was 2.79 mm/s. The pump is in desalter wash water service as per drawing 101-P-002B. Previous work order noted a vibration check and lubrication seal inspection.,,,2.39,LOW,No action,2026-07-14
INS-2026-0533,101-P-003A,2026-04-14,VIBRATION,Overhead reflux pump A (P-103A) was inspected for vibration on 2026-04-14. The vibration reading recorded was 2.89 mm/s. The pump is in service for column overhead reflux. Previous work order indicated a vibration check and lubrication seal inspection.,,,0.53,LOW,No action,2026-07-14
INS-2026-0534,101-P-005B,2026-04-14,VIBRATION,Naphtha product pump B (P-105B) operating in naphtha rundown service was inspected for vibration on 2026-04-14. Vibration amplitude measured at 3.01 mm/s. The unit showed no abnormal vibration levels during the check. Previous work order involved lubrication seal inspection.,,,2.3,LOW,No action,2026-07-14
INS-2026-0535,101-P-006A,2026-04-14,VIBRATION,Diesel product pump A (P-106A) was inspected for vibration on 2026-04-14. Vibration level measured at 2.86 mm/s. No abnormalities noted in the lube seal area during visual inspection. Equipment operating within expected parameters at the time of inspection.,,,0.54,LOW,No action,2026-07-14
INS-2026-0536,101-P-003B,2026-04-15,VIBRATION,Overhead reflux pump B (P-103B) was inspected on 2026-04-15 for vibration levels. The measured vibration amplitude was 2.03 mm/s. The equipment showed stable operation with no abnormal vibration detected during the inspection. The last recorded maintenance activity was a vibration check and lubrication seal inspection.,,,2.52,LOW,No action,2026-07-15
INS-2026-0537,101-P-004A,2026-04-15,VIBRATION,The atmospheric residue bottoms pump A (P-104A) was inspected on 2026-04-15 for vibration levels. The measured vibration velocity was 2.02 mm/s. The inspection was conducted following the vibration check and lubrication seal inspection work order. No abnormal vibration patterns were observed during the assessment.,,,0.57,LOW,No action,2026-07-15
INS-2026-0538,101-P-006B,2026-04-15,VIBRATION,Diesel product pump B (P-106B) was inspected for vibration on 2026-04-15 during diesel rundown service. Vibration readings recorded at the pump were 3.3 mm/s. The pump showed stable operation with no abnormal vibration detected at the time of inspection. The latest work order referenced a vibration check and lubrication seal inspection.,,,2.34,LOW,No action,2026-07-15
INS-2026-0539,101-P-001A,2026-04-26,VIBRATION,Crude charge pump A (P-101A) vibration measurement recorded at 2.11 mm/s on 2026-04-26. Equipment is in crude charge to heater service. Previous maintenance involved replacement of bearing and coupling. No abnormal vibration trends observed at this time.,,,1.98,LOW,No action,2026-07-26
INS-2026-0540,101-E-010,2026-06-16,UT_THICKNESS,Ultrasonic thickness inspection performed on kerosene stripper reboiler (E-110) on 2026-06-16 revealed a minimum wall thickness of 4.28 mm. The measurement was taken in accordance with drawing 101-E-010. No visual anomalies or external damage were observed during the inspection. The equipment is currently in kerosene reboil service.,,4.28,,HIGH,Replace bundle at TA-2027,2027-06-16
